eval_runtime,eval_balanced_accuracy,epoch,eval_f1_score,eval_loss,eval_recall,eval_precision,eval_samples_per_second,eval_accuracy,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,train_loss
1.0737,0.6229622722028165,5.0,0.8396849052586758,0.5275875926017761,0.9412887828162291,0.7578785549577248,2795.007,0.749083638787071,87.548,12.4754,80.158,0.401,0.45355539321899413
1.0813,0.7686673831839711,5.0,0.8223869154101713,0.530707597732544,0.7680190930787589,0.8850385038503851,2775.305,0.7684105298233922,86.931,11.6782,85.629,0.428,0.471038293838501
1.1011,0.7001659580521267,5.0,0.873026173480424,0.43052682280540466,0.9632458233890214,0.7982594936708861,2725.396,0.8043985338220593,85.367,11.8595,84.32,0.422,0.40169100761413573
1.0864,0.7951740452143493,5.0,0.8562221120475955,0.4432351589202881,0.8243436754176611,0.8906652913873131,2762.257,0.8067310896367877,86.522,11.572,86.416,0.432,0.44793248176574707
1.1061,0.7752790992956002,5.0,0.8797219003476244,0.39370113611221313,0.9059665871121718,0.854954954954955,2713.042,0.8270576474508498,84.98,11.6713,85.68,0.428,0.45008106231689454
1.0903,0.7870020599872503,5.0,0.8757396449704142,0.39070984721183777,0.883054892601432,0.8685446009389671,2752.38,0.8250583138953682,86.213,11.7563,85.061,0.425,0.4365644931793213
1.1094,0.7922076108889556,5.0,0.87787526677733,0.40089353919029236,0.8835322195704057,0.8722902921771913,2705.074,0.8283905364878373,84.731,12.5778,79.505,0.398,0.4323551654815674
1.116,0.7798582244068976,5.0,0.8819299466481096,0.42406007647514343,0.9073985680190931,0.8578519855595668,2689.104,0.8303898700433189,84.231,11.5942,86.25,0.431,0.350615119934082
1.092,0.8075705848572496,5.0,0.882831181252989,0.3987521827220917,0.881145584725537,0.8845232390991854,2748.225,0.8367210929690103,86.082,11.8215,84.591,0.423,0.45865163803100584
1.1045,0.7940133925513811,5.0,0.8905887807139545,0.38983747363090515,0.916945107398568,0.8657052726453357,2717.03,0.8427190936354548,85.105,11.7894,84.822,0.424,0.44460115432739256
1.0697,0.8043038454851508,5.0,0.8787515006002401,0.40222957730293274,0.8735083532219571,0.8840579710144928,2805.446,0.8317227590803066,87.875,11.7384,85.191,0.426,0.45741024017333987
1.1135,0.7908061873376641,5.0,0.8851540616246499,0.3919617235660553,0.9050119331742243,0.866148926450434,2695.084,0.8360546484505165,84.418,11.6573,85.783,0.429,0.3889421224594116
1.0856,0.80117171653311,5.0,0.8793309438470728,0.4114442467689514,0.8782816229116945,0.8803827751196173,2764.309,0.8317227590803066,86.586,14.3497,69.688,0.348,0.40932207107543944
1.1218,0.7948929702276523,5.0,0.8856607310215557,0.4226161241531372,0.9021479713603818,0.8697653014265991,2675.182,0.8373875374875042,83.794,11.9366,83.776,0.419,0.35514121055603026
1.1008,0.8014243415680138,5.0,0.867481662591687,0.45375582575798035,0.8467780429594272,0.8892230576441102,2726.157,0.8193935354881706,85.391,11.6649,85.727,0.429,0.40584568977355956
1.0903,0.8057063227383605,5.0,0.8843958135109421,0.41183316707611084,0.8873508353221957,0.8814604077761973,2752.397,0.838053982005998,86.213,12.6879,78.815,0.394,0.41619167327880857
1.1384,0.8044974632126318,5.0,0.8752417794970986,0.4151078760623932,0.863961813842482,0.8868201861832435,2636.175,0.8280573142285905,82.573,11.73,85.252,0.426,0.43000268936157227
1.0878,0.7948484513216056,5.0,0.8883710090887905,0.40737423300743103,0.9097852028639618,0.8679417122040073,2758.762,0.8403865378207265,86.412,11.9204,83.89,0.419,0.43460307121276853
1.084,0.789941098062769,5.0,0.8850011663167717,0.4029565453529358,0.9054892601431981,0.8654197080291971,2768.398,0.8357214261912695,86.714,11.6718,85.676,0.428,0.3874629735946655
