eval_runtime,eval_balanced_accuracy,epoch,eval_f1_score,eval_loss,eval_recall,eval_precision,eval_samples_per_second,eval_accuracy,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,train_loss
1.317,0.5294575542524775,5.0,0.8227720780527057,0.5685796141624451,0.9761336515513126,0.71105702364395,2278.663,0.7064311896034655,71.374,18.9123,52.876,0.264,0.45730175971984866
1.276,0.5335148334887544,5.0,0.8267842822774659,0.550305962562561,0.9842482100238663,0.7127549256826823,2351.897,0.7120959680106631,73.668,12.8223,77.989,0.39,0.5166525363922119
1.274,0.710708509169841,5.0,0.8432732316227461,0.489730566740036,0.8706443914081146,0.8175705961452263,2355.611,0.7740753082305898,73.785,14.3644,69.617,0.348,0.4587385177612305
1.2739,0.7247306474471438,5.0,0.866771512019771,0.4497261047363281,0.920763723150358,0.818760611205433,2355.757,0.8023992002665779,73.789,13.6521,73.249,0.366,0.4859951972961426
1.2837,0.7728774491983963,5.0,0.8759022118742724,0.42077410221099854,0.8978520286396181,0.855,2337.735,0.8223925358213928,73.225,12.7907,78.182,0.391,0.4672450065612793
1.2759,0.7763528215503117,5.0,0.877707896575821,0.4075692594051361,0.8992840095465394,0.8571428571428571,2352.079,0.8250583138953682,73.674,12.8389,77.888,0.389,0.3240171194076538
1.2721,0.776800644865574,5.0,0.8821626617375232,0.3900642395019531,0.911217183770883,0.8549037169726825,2359.067,0.830056647784072,73.893,12.7774,78.263,0.391,0.5038376808166504
1.2792,0.7950415421981276,5.0,0.8785934901401758,0.39366060495376587,0.8825775656324583,0.8746452223273415,2346.087,0.829723425524825,73.486,12.894,77.555,0.388,0.41962323188781736
1.2916,0.7892395960106845,5.0,0.8790379627446356,0.39743250608444214,0.8897374701670644,0.8685927306616962,2323.546,0.8290569810063312,72.78,13.0827,76.437,0.382,0.45277581214904783
1.2852,0.7900306627258216,5.0,0.8858872845831393,0.38180506229400635,0.9078758949880669,0.8649386084583902,2334.956,0.8367210929690103,73.138,12.8345,77.915,0.39,0.4567112922668457
1.2755,0.7782926867818363,5.0,0.8884316415180612,0.3816092908382416,0.9274463007159904,0.8525669153137341,2352.714,0.8373875374875042,73.694,12.7791,78.253,0.391,0.452480411529541
1.2682,0.7882854689236962,5.0,0.8843822843822845,0.3951806426048279,0.9054892601431981,0.8642369020501139,2366.427,0.8347217594135288,74.123,12.9948,76.954,0.385,0.4381805419921875
1.2764,0.7854665528668595,5.0,0.8848653667595171,0.4223332703113556,0.9097852028639618,0.8612742882964302,2351.196,0.8347217594135288,73.646,12.774,78.284,0.391,0.33805346488952637
1.2566,0.7965786298713957,5.0,0.8886814469078179,0.3887893855571747,0.9088305489260143,0.869406392694064,2388.234,0.8410529823392202,74.806,12.8573,77.777,0.389,0.49314217567443847
1.2754,0.790313845116355,5.0,0.8834269662921347,0.4021131098270416,0.9007159904534606,0.866789159393661,2352.965,0.834055314895035,73.702,12.9597,77.163,0.386,0.3856340885162354
1.2786,0.8078537672477832,5.0,0.8802884615384615,0.4032461941242218,0.8739856801909308,0.886682808716707,2347.037,0.834055314895035,73.516,12.8346,77.914,0.39,0.41039295196533204
1.28,0.7947883903122646,5.0,0.8835568101623147,0.4077596962451935,0.8964200477326969,0.8710575139146568,2344.53,0.8350549816727757,73.437,12.8311,77.936,0.39,0.40853142738342285
1.2785,0.7830058954622326,5.0,0.8888378502526413,0.40027186274528503,0.9236276849642004,0.8565737051792829,2347.234,0.8387204265244919,73.522,13.0016,76.914,0.385,0.44996957778930663
1.27,0.8021714162280633,5.0,0.8840957572884569,0.40046975016593933,0.8902147971360382,0.878060263653484,2363.082,0.8370543152282572,74.019,12.9081,77.471,0.387,0.4223045349121094
1.2823,0.7869435795307865,5.0,0.889963167587477,0.3783322274684906,0.922673031026253,0.8594931080480214,2340.322,0.8407197600799733,73.306,12.9018,77.509,0.388,0.4238424777984619
1.2748,0.8017691655207658,5.0,0.8896179985938599,0.3749796748161316,0.9059665871121718,0.8738489871086557,2354.019,0.8430523158947018,73.735,12.9052,77.488,0.387,0.4335799217224121
1.276,0.8019783253515413,5.0,0.8937456405487095,0.3785722851753235,0.9174224343675418,0.8712601994560291,2351.881,0.8477174275241586,73.668,12.8801,77.639,0.388,0.40897607803344727
1.2581,0.8121942288745937,5.0,0.8823104693140794,0.3879643380641937,0.8749403341288783,0.8898058252427185,2385.35,0.8370543152282572,74.716,12.8741,77.676,0.388,0.4138786792755127
1.2804,0.7952962746368679,5.0,0.8927415626444754,0.3754101097583771,0.9217183770883055,0.8655311519497983,2343.74,0.8453848717094302,73.413,12.9325,77.325,0.387,0.392438006401062
1.2771,0.8077802715389844,5.0,0.8934176622159757,0.38168302178382874,0.9102625298329355,0.8771849126034958,2349.841,0.8483838720426524,73.604,12.8929,77.562,0.388,0.34355008602142334
1.2744,0.794371651203591,5.0,0.8940580377706125,0.38754093647003174,0.926491646778043,0.8638184245660881,2354.89,0.8467177607464179,73.762,12.9288,77.346,0.387,0.36132082939147947
1.2583,0.8050208896405295,5.0,0.8923724847917641,0.3800806701183319,0.9102625298329355,0.8751720972923359,2384.968,0.8467177607464179,74.704,12.8016,78.115,0.391,0.3975824356079102
1.278,0.8047677377546665,5.0,0.897126969416126,0.39428937435150146,0.9241050119331742,0.8716794236830256,2348.246,0.8520493168943686,73.554,12.8412,77.874,0.389,0.3284296989440918
1.2908,0.8146409247288035,5.0,0.8898929845422117,0.39861857891082764,0.8930787589498806,0.8867298578199052,2324.836,0.8457180939686771,72.821,12.888,77.592,0.388,0.389538836479187
1.2901,0.8016951429610077,5.0,0.8961369419384687,0.3597218096256256,0.924582338902148,0.8693895870736086,2326.136,0.850383205598134,72.861,12.9182,77.41,0.387,0.4229750156402588
1.2773,0.8151332669501125,5.0,0.89162912022765,0.38386568427085876,0.8973747016706444,0.885956644674835,2349.456,0.8477174275241586,73.592,12.858,77.773,0.389,0.38173770904541016
1.2809,0.8015755477932847,5.0,0.8929236499068901,0.3654632270336151,0.9155131264916467,0.8714220808723308,2342.937,0.8467177607464179,73.388,12.8797,77.642,0.388,0.3987236022949219
1.2799,0.8157747079928559,5.0,0.8927302865261663,0.3657618761062622,0.8997613365155132,0.8858082706766918,2344.645,0.8490503165611463,73.441,12.8564,77.782,0.389,0.34813404083251953
1.2764,0.8027838804680545,5.0,0.8953839016469497,0.3818206489086151,0.9212410501193318,0.8709386281588448,2351.06,0.8497167610796401,73.642,13.0246,76.778,0.384,0.42171306610107423
1.26,0.813373057895652,5.0,0.888888888888889,0.3802601993083954,0.8916467780429594,0.8861480075901328,2381.828,0.8443852049316894,74.606,12.8533,77.801,0.389,0.47540860176086425
