eval_runtime,eval_balanced_accuracy,epoch,eval_f1_score,eval_loss,eval_recall,eval_precision,eval_samples_per_second,eval_accuracy,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,train_loss
1.0372,0.5760930840274595,5.0,0.7658592848904269,0.6143031120300293,0.7923627684964201,0.7410714285714286,2893.277,0.6617794068643785,90.626,12.2256,81.796,0.409,0.49590020179748534
1.0579,0.693957019498754,5.0,0.820160908660672,0.5160683989524841,0.8272076372315036,0.8132332238385734,2836.799,0.7467510829723426,88.857,11.2926,88.553,0.443,0.42097225189208987
1.0539,0.7331418230096888,5.0,0.8548910523875753,0.4355103373527527,0.8801909307875895,0.8310049571879224,2847.387,0.7914028657114295,89.188,11.308,88.433,0.442,0.34945149421691896
1.0616,0.7710861559373469,5.0,0.8572803850782189,0.4193868041038513,0.8501193317422434,0.8645631067961165,2826.762,0.8023992002665779,88.542,11.3733,87.925,0.44,0.36086091995239256
1.0919,0.7563511883123384,5.0,0.8722669735327964,0.46592485904693604,0.9045346062052506,0.8422222222222222,2748.541,0.8150616461179607,86.092,11.3781,87.888,0.439,0.18765538930892944
1.0898,0.7792001875589414,5.0,0.8597678916827852,0.4584020972251892,0.8486873508353222,0.871141597256247,2753.794,0.8067310896367877,86.257,11.1994,89.291,0.446,0.31401078701019286
1.0735,0.7789926082810434,5.0,0.8753813658765549,0.41305363178253174,0.8902147971360382,0.8610341643582641,2795.42,0.8230589803398867,87.561,11.5975,86.225,0.431,0.30534701347351073
1.102,0.773414310325752,5.0,0.8748832866479925,0.42695701122283936,0.894510739856802,0.8560986751941526,2723.203,0.8213928690436522,85.299,11.3899,87.797,0.439,0.230934476852417
1.0795,0.7933408673020489,5.0,0.8742228598756575,0.4569378197193146,0.8725536992840095,0.8758984187829421,2779.883,0.8247250916361213,87.074,11.4552,87.296,0.436,0.19669545888900758
1.103,0.7834226345709062,5.0,0.8782547501759324,0.4525526762008667,0.8935560859188544,0.8634686346863468,2720.802,0.8270576474508498,85.223,11.3724,87.932,0.44,0.23103775978088378
1.0807,0.7799923079759967,5.0,0.8800931315483119,0.430759072303772,0.9021479713603818,0.8590909090909091,2776.962,0.8283905364878373,86.982,12.0124,83.247,0.416,0.28706185817718505
1.0723,0.7838688773332911,5.0,0.8630103889828462,0.44005870819091797,0.8525059665871122,0.8737769080234834,2798.698,0.8110629790069976,87.663,11.8485,84.399,0.422,0.3014707088470459
1.0779,0.7790366003361309,5.0,0.8659498207885304,0.4464743137359619,0.8649164677804296,0.8669856459330143,2784.134,0.8130623125624792,87.207,11.9063,83.989,0.42,0.2517602205276489
1.087,0.7928179677251103,5.0,0.8630705394190872,0.49423718452453613,0.8439140811455847,0.8831168831168831,2760.762,0.8130623125624792,86.475,11.815,84.638,0.423,0.22792484760284423
1.0457,0.7924007017654775,5.0,0.8677146311970979,0.4262463450431824,0.8563245823389022,0.8794117647058823,2869.981,0.817727424191936,89.896,11.7043,85.439,0.427,0.29402909278869627
1.1247,0.7811990600978889,5.0,0.8629245964827752,0.48385581374168396,0.8548926014319809,0.8711089494163424,2668.166,0.8103965344885038,83.575,14.4004,69.443,0.347,0.24051430225372314
1.0916,0.7786037922732039,5.0,0.8624999999999999,0.44352272152900696,0.8563245823389022,0.8687651331719128,2749.115,0.809396867710763,86.11,17.2004,58.138,0.291,0.2569517850875854
1.0433,0.7784251897980581,5.0,0.8673493688973565,0.4697718024253845,0.8692124105011934,0.8654942965779467,2876.477,0.8143952015994669,90.1,13.882,72.036,0.36,0.17028485536575316
